iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0021857,3.748e+06
2,0.0010808,7.57957e+06
3,0.0009921,8.25723e+06
4,0.0010269,7.97741e+06
5,0.0009787,8.37029e+06
6,0.0007515,1.09009e+07
7,0.0007339,1.11623e+07
8,0.0007256,1.129e+07
9,0.0007046,1.16265e+07
10,0.0007004,1.16962e+07
11,0.0006625,1.23653e+07
12,0.0007428,1.10285e+07
13,0.0007176,1.14158e+07
14,0.0008607,9.51783e+06
15,0.0008409,9.74194e+06
16,0.0008433,9.71422e+06
