iterationNumber,iterationDuration(s),cellsPerSecond
1,0.105067,1.02196e+10
2,0.0815936,1.31596e+10
3,0.0753469,1.42506e+10
4,0.0753538,1.42493e+10
5,0.0757634,1.41723e+10
6,0.0755,1.42217e+10
7,0.0760764,1.4114e+10
8,0.075382,1.4244e+10
9,0.0769512,1.39535e+10
10,0.0755324,1.42156e+10
11,0.0751693,1.42843e+10
12,0.0760454,1.41197e+10
13,0.075527,1.42167e+10
14,0.0762127,1.40888e+10
15,0.0754874,1.42241e+10
16,0.0754527,1.42307e+10
