iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0048328,1.69508e+06
2,8.86e-05,9.24605e+07
3,5.37e-05,1.52551e+08
4,5.55e-05,1.47604e+08
5,5.32e-05,1.53985e+08
6,5.5e-05,1.48945e+08
7,5.12e-05,1.6e+08
8,5.15e-05,1.59068e+08
9,0.0001047,7.82426e+07
10,5.31e-05,1.54275e+08
11,5.17e-05,1.58453e+08
12,5.11e-05,1.60313e+08
13,5.19e-05,1.57842e+08
14,5.08e-05,1.6126e+08
15,5.09e-05,1.60943e+08
16,5.08e-05,1.6126e+08
