iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0109492,6.12911e+09
2,0.0107378,6.24978e+09
3,0.0107366,6.25048e+09
4,0.0107538,6.24048e+09
5,0.0107312,6.25362e+09
6,0.0100991,6.64503e+09
7,0.0099653,6.73425e+09
8,0.0099682,6.7323e+09
9,0.0099689,6.73182e+09
10,0.009973,6.72905e+09
11,0.0099626,6.73608e+09
12,0.0100318,6.68961e+09
13,0.009996,6.71357e+09
14,0.0099909,6.717e+09
15,0.0099916,6.71653e+09
16,0.0098546,6.8099e+09
