iterationNumber,iterationDuration(s),cellsPerSecond
1,2.70519,3.96918e+08
2,2.85434,3.76178e+08
3,2.87149,3.73932e+08
4,2.93962,3.65266e+08
5,2.92005,3.67714e+08
6,2.93038,3.66417e+08
7,2.92834,3.66673e+08
8,2.8451,3.77401e+08
9,2.91895,3.67852e+08
10,2.87689,3.7323e+08
11,2.92645,3.66909e+08
12,2.87377,3.73636e+08
13,2.89273,3.71186e+08
14,2.89135,3.71363e+08
15,2.93527,3.65807e+08
16,2.90832,3.69197e+08
