iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0021271,4.9296e+08
2,0.0007535,1.39161e+09
3,0.001689,6.20827e+08
4,0.0008389,1.24994e+09
5,0.0008186,1.28094e+09
6,0.0008113,1.29246e+09
7,0.0007403,1.41642e+09
8,0.0007098,1.47728e+09
9,0.0008907,1.17725e+09
10,0.0006813,1.53908e+09
11,0.0007385,1.41987e+09
12,0.0018626,5.62964e+08
13,0.0009762,1.07414e+09
14,0.0007577,1.38389e+09
15,0.0007705,1.3609e+09
16,0.0006646,1.57776e+09
