iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0051537,2.03461e+08
2,0.0032383,3.23804e+08
3,0.0031752,3.30239e+08
4,0.0029952,3.50085e+08
5,0.0030843,3.39972e+08
6,0.0035057,2.99106e+08
7,0.0032717,3.20499e+08
8,0.0031974,3.27946e+08
9,0.0032562,3.22024e+08
10,0.003345,3.13476e+08
11,0.0033954,3.08823e+08
12,0.0032879,3.1892e+08
13,0.0034559,3.03416e+08
14,0.0033988,3.08514e+08
15,0.0033264,3.15228e+08
16,0.0033308,3.14812e+08
