iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0027289,3.84249e+08
2,0.0009274,1.13066e+09
3,0.0008537,1.22827e+09
4,0.0010633,9.86153e+08
5,0.0006814,1.53886e+09
6,0.0006899,1.5199e+09
7,0.0006834,1.53435e+09
8,0.0006724,1.55945e+09
9,0.0007614,1.37717e+09
10,0.0022975,4.56399e+08
11,0.0008782,1.19401e+09
12,0.0008182,1.28156e+09
13,0.0008214,1.27657e+09
14,0.0007031,1.49136e+09
15,0.0007142,1.46818e+09
16,0.0009408,1.11456e+09
