iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0003073,8.53056e+08
2,9.42e-05,2.78285e+09
3,8.59e-05,3.05173e+09
4,8.42e-05,3.11335e+09
5,8.39e-05,3.12448e+09
6,8.39e-05,3.12448e+09
7,8.41e-05,3.11705e+09
8,0.0005523,4.74641e+08
9,8.8e-05,2.97891e+09
10,8.31e-05,3.15456e+09
11,8.32e-05,3.15077e+09
12,8.37e-05,3.13195e+09
13,8.38e-05,3.12821e+09
14,8.31e-05,3.15456e+09
15,8.36e-05,3.13569e+09
16,8.38e-05,3.12821e+09
