iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0012153,6.9025e+09
2,0.0010184,8.23705e+09
3,0.0010147,8.26708e+09
4,0.0010092,8.31214e+09
5,0.0010101,8.30473e+09
6,0.0010106,8.30062e+09
7,0.00101,8.30555e+09
8,0.0010107,8.2998e+09
9,0.0010109,8.29816e+09
10,0.0010111,8.29652e+09
11,0.001011,8.29734e+09
12,0.0010118,8.29078e+09
13,0.0010093,8.31131e+09
14,0.0010116,8.29242e+09
15,0.0010115,8.29324e+09
16,0.0010116,8.29242e+09
