iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0013843,7.57477e+08
2,0.0007945,1.31979e+09
3,0.0007941,1.32046e+09
4,0.0008901,1.17804e+09
5,0.0018669,5.61667e+08
6,0.0008785,1.1936e+09
7,0.0007139,1.4688e+09
8,0.0007605,1.3788e+09
9,0.0008318,1.26061e+09
10,0.000841,1.24682e+09
11,0.0007341,1.42838e+09
12,0.0008666,1.20999e+09
13,0.0006727,1.55876e+09
14,0.0006725,1.55922e+09
15,0.0006597,1.58947e+09
16,0.0006586,1.59213e+09
