iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0001386,5.91053e+07
2,0.0001438,5.6968e+07
3,0.0001515,5.40726e+07
4,0.0001443,5.67706e+07
5,0.0001409,5.81405e+07
6,0.0001458,5.61866e+07
7,0.0001445,5.6692e+07
8,0.00014,5.85143e+07
9,0.0001384,5.91908e+07
10,0.0001372,5.97085e+07
11,0.0001366,5.99707e+07
12,0.0001358,6.0324e+07
13,0.0001483,5.52394e+07
14,0.0001347,6.08166e+07
15,0.0001372,5.97085e+07
16,0.0001481,5.5314e+07
