iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0022588,3.6267e+06
2,0.0010537,7.77451e+06
3,0.0009425,8.69178e+06
4,0.0009045,9.05694e+06
5,0.0009117,8.98541e+06
6,0.0008733,9.38051e+06
7,0.0007626,1.07422e+07
8,0.0007337,1.11653e+07
9,0.0006659,1.23021e+07
10,0.0007876,1.04012e+07
11,0.0008511,9.62519e+06
12,0.0008263,9.91407e+06
13,0.0008347,9.8143e+06
14,0.000708,1.15706e+07
15,0.0006835,1.19854e+07
16,0.0007164,1.1435e+07
