iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0040084,6.53987e+07
2,0.0042872,6.11457e+07
3,0.0044668,5.86872e+07
4,0.0044438,5.8991e+07
5,0.0043335,6.04924e+07
6,0.0042958,6.10233e+07
7,0.0042499,6.16824e+07
8,0.0042122,6.22345e+07
9,0.0041461,6.32266e+07
10,0.0041248,6.35531e+07
11,0.0040885,6.41174e+07
12,0.0040273,6.50917e+07
13,0.0047598,5.50746e+07
14,0.0039431,6.64817e+07
15,0.0038328,6.83949e+07
16,0.0038198,6.86277e+07
