iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0160864,6.5184e+07
2,0.0178737,5.86659e+07
3,0.0177437,5.90957e+07
4,0.0171444,6.11614e+07
5,0.0173711,6.03632e+07
6,0.0168946,6.20657e+07
7,0.0170579,6.14716e+07
8,0.0166397,6.30165e+07
9,0.0163023,6.43207e+07
10,0.0164805,6.36253e+07
11,0.0163468,6.41456e+07
12,0.0160986,6.51346e+07
13,0.0160064,6.55098e+07
14,0.0162991,6.43334e+07
15,0.0159944,6.55589e+07
16,0.0165596,6.33213e+07
