iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0003634,2.88546e+09
2,0.0001541,6.80452e+09
3,0.0001472,7.12348e+09
4,0.0001472,7.12348e+09
5,0.0001465,7.15752e+09
6,0.0001471,7.12832e+09
7,0.0001457,7.19682e+09
8,0.0001463,7.1673e+09
9,0.0001459,7.18695e+09
10,0.0001462,7.1722e+09
11,0.0001464,7.1624e+09
12,0.000146,7.18203e+09
13,0.0001464,7.1624e+09
14,0.000146,7.18203e+09
15,0.0001461,7.17711e+09
16,0.000146,7.18203e+09
