iterationNumber,iterationDuration(s),cellsPerSecond
1,0.005873,1.42833e+09
2,0.0034407,2.43805e+09
3,0.003473,2.41538e+09
4,0.0033932,2.47218e+09
5,0.0033922,2.47291e+09
6,0.0033992,2.46782e+09
7,0.0034554,2.42768e+09
8,0.0034721,2.416e+09
9,0.0034005,2.46687e+09
10,0.0034001,2.46717e+09
11,0.0034034,2.46477e+09
12,0.0034599,2.42452e+09
13,0.0034129,2.45791e+09
14,0.003449,2.43219e+09
15,0.0034047,2.46383e+09
16,0.0034338,2.44295e+09
