iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0001153,7.10494e+07
2,0.0001232,6.64935e+07
3,0.0001237,6.62247e+07
4,0.0001237,6.62247e+07
5,0.000121,6.77025e+07
6,0.0001211,6.76466e+07
7,0.0001188,6.89562e+07
8,0.0001194,6.86097e+07
9,0.0001177,6.96007e+07
10,0.0001176,6.96599e+07
11,0.0001169,7.0077e+07
12,0.0001156,7.08651e+07
13,0.0001163,7.04385e+07
14,0.0001199,6.83236e+07
15,0.0001147,7.14211e+07
16,0.0001135,7.21762e+07
