iterationNumber,iterationDuration(s),cellsPerSecond
1,0.000311,8.42907e+08
2,6.71e-05,3.90677e+09
3,6.04e-05,4.34013e+09
4,5.94e-05,4.4132e+09
5,5.97e-05,4.39102e+09
6,5.95e-05,4.40578e+09
7,5.93e-05,4.42064e+09
8,5.9e-05,4.44312e+09
9,5.88e-05,4.45823e+09
10,5.88e-05,4.45823e+09
11,5.97e-05,4.39102e+09
12,5.91e-05,4.4356e+09
13,5.91e-05,4.4356e+09
14,5.89e-05,4.45066e+09
15,5.89e-05,4.45066e+09
16,5.88e-05,4.45823e+09
