iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0356991,1.87985e+09
2,0.0256817,2.6131e+09
3,0.0255838,2.6231e+09
4,0.0262502,2.55651e+09
5,0.0256588,2.61543e+09
6,0.0256131,2.6201e+09
7,0.0256081,2.62061e+09
8,0.0256659,2.61471e+09
9,0.0259788,2.58322e+09
10,0.0258946,2.59162e+09
11,0.0236785,2.83417e+09
12,0.0235751,2.8466e+09
13,0.0237366,2.82723e+09
14,0.0235933,2.8444e+09
15,0.0235477,2.84991e+09
16,0.0234975,2.856e+09
