iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0002575,3.18136e+07
2,4.85e-05,1.68907e+08
3,4.19e-05,1.95513e+08
4,4.14e-05,1.97874e+08
5,4.07e-05,2.01278e+08
6,4.07e-05,2.01278e+08
7,4.05e-05,2.02272e+08
8,4.04e-05,2.02772e+08
9,4.02e-05,2.03781e+08
10,4.04e-05,2.02772e+08
11,4.03e-05,2.03275e+08
12,4.02e-05,2.03781e+08
13,4.04e-05,2.02772e+08
14,4.01e-05,2.04289e+08
15,4.05e-05,2.02272e+08
16,4.92e-05,1.66504e+08
