iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0048061,2.18176e+08
2,0.0033733,3.10846e+08
3,0.0033954,3.08823e+08
4,0.0034587,3.03171e+08
5,0.0035551,2.9495e+08
6,0.0034516,3.03794e+08
7,0.0035891,2.92156e+08
8,0.0035326,2.96828e+08
9,0.0035124,2.98535e+08
10,0.0036663,2.86004e+08
11,0.0036474,2.87486e+08
12,0.0036194,2.8971e+08
13,0.003699,2.83476e+08
14,0.0037238,2.81588e+08
15,0.0036701,2.85708e+08
16,0.0035595,2.94585e+08
