iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0002498,3.27942e+07
2,4.72e-05,1.73559e+08
3,4.08e-05,2.00784e+08
4,4.04e-05,2.02772e+08
5,4.07e-05,2.01278e+08
6,4.07e-05,2.01278e+08
7,4.02e-05,2.03781e+08
8,4.03e-05,2.03275e+08
9,3.99e-05,2.05313e+08
10,4e-05,2.048e+08
11,4.01e-05,2.04289e+08
12,4.75e-05,1.72463e+08
13,4e-05,2.048e+08
14,4.01e-05,2.04289e+08
15,4.17e-05,1.96451e+08
16,4e-05,2.048e+08
