iterationNumber,iterationDuration(s),cellsPerSecond
1,2.70467,3.96995e+08
2,2.92812,3.667e+08
3,2.98825,3.59321e+08
4,2.916,3.68225e+08
5,2.94939,3.64055e+08
6,2.93143,3.66286e+08
7,2.91762,3.6802e+08
8,3.01131,3.56569e+08
9,3.03294,3.54027e+08
10,2.97685,3.60697e+08
11,2.91371,3.68514e+08
12,2.88208,3.72557e+08
13,2.90547,3.69558e+08
14,2.95927,3.62841e+08
15,2.91937,3.67799e+08
16,2.93529,3.65805e+08
