iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0055821,1.20222e+10
2,0.0053584,1.2524e+10
3,0.0053538,1.25348e+10
4,0.0053456,1.2554e+10
5,0.0053555,1.25308e+10
6,0.005352,1.2539e+10
7,0.0053624,1.25147e+10
8,0.0053477,1.25491e+10
9,0.0053548,1.25325e+10
10,0.0053585,1.25238e+10
11,0.0053485,1.25472e+10
12,0.0053457,1.25538e+10
13,0.0053516,1.254e+10
14,0.005372,1.24923e+10
15,0.005362,1.25156e+10
16,0.0053439,1.2558e+10
