iterationNumber,iterationDuration(s),cellsPerSecond
1,2.75767,3.89366e+08
2,2.89334,3.71108e+08
3,2.86497,3.74783e+08
4,2.94095,3.651e+08
5,2.97312,3.61149e+08
6,2.86345,3.74982e+08
7,2.95905,3.62867e+08
8,2.95011,3.63967e+08
9,2.96921,3.61625e+08
10,2.83361,3.78931e+08
11,2.89548,3.70833e+08
12,2.88518,3.72157e+08
13,2.87025,3.74094e+08
14,2.92741,3.66789e+08
15,2.98995,3.59117e+08
16,2.95182,3.63756e+08
