iterationNumber,iterationDuration(s),cellsPerSecond
1,16.0185,6.70316e+07
2,17.1969,6.2438e+07
3,16.6824,6.43636e+07
4,16.9295,6.34243e+07
5,16.5752,6.478e+07
6,15.8596,6.77029e+07
7,16.6368,6.45401e+07
8,15.722,6.82956e+07
9,15.6237,6.87254e+07
10,15.2413,7.04494e+07
11,16.0042,6.70912e+07
12,15.7259,6.82786e+07
13,15.7255,6.82805e+07
14,15.7713,6.80822e+07
15,15.5575,6.90174e+07
16,15.2132,7.05795e+07
