iterationNumber,iterationDuration(s),cellsPerSecond
1,0.942269,7.12205e+07
2,1.01428,6.61639e+07
3,1.02845,6.52525e+07
4,1.02195,6.56676e+07
5,1.01726,6.59702e+07
6,1.00652,6.66744e+07
7,1.00054,6.70728e+07
8,0.997942,6.72472e+07
9,0.988495,6.78899e+07
10,0.981372,6.83827e+07
11,0.975782,6.87745e+07
12,0.949869,7.06507e+07
13,0.932123,7.19957e+07
14,0.92982,7.2174e+07
15,0.92865,7.22649e+07
16,0.924526,7.25874e+07
