iterationNumber,iterationDuration(s),cellsPerSecond
1,0.189856,3.53472e+08
2,0.193901,3.46099e+08
3,0.199575,3.36259e+08
4,0.199378,3.36591e+08
5,0.197912,3.39084e+08
6,0.195599,3.43093e+08
7,0.188729,3.55582e+08
8,0.193912,3.46079e+08
9,0.190654,3.51994e+08
10,0.197443,3.3989e+08
11,0.192599,3.48438e+08
12,0.19342,3.46959e+08
13,0.193709,3.46442e+08
14,0.193118,3.47501e+08
15,0.192736,3.48191e+08
16,0.194768,3.44558e+08
