iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0001154,7.09879e+07
2,0.0001291,6.34547e+07
3,0.0001246,6.57464e+07
4,0.0001248,6.5641e+07
5,0.000122,6.71475e+07
6,0.0001224,6.69281e+07
7,0.0001195,6.85523e+07
8,0.00012,6.82667e+07
9,0.0001188,6.89562e+07
10,0.0001181,6.93649e+07
11,0.0001175,6.97191e+07
12,0.0001162,7.04991e+07
13,0.0001225,6.68735e+07
14,0.0001155,7.09264e+07
15,0.0001153,7.10494e+07
16,0.0001138,7.19859e+07
