iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0003405,3.07952e+09
2,0.0001303,8.0474e+09
3,0.0001247,8.40879e+09
4,0.0001249,8.39532e+09
5,0.0001243,8.43585e+09
6,0.0001239,8.46308e+09
7,0.0001242,8.44264e+09
8,0.0001239,8.46308e+09
9,0.0001246,8.41554e+09
10,0.0001305,8.03507e+09
11,0.0001246,8.41554e+09
12,0.000124,8.45626e+09
13,0.0001234,8.49737e+09
14,0.0001232,8.51117e+09
15,0.0001238,8.46992e+09
16,0.0001243,8.43585e+09
