iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0013946,1.87971e+08
2,0.0002954,8.8742e+08
3,0.0002885,9.08645e+08
4,0.0002937,8.92557e+08
5,0.0002847,9.20773e+08
6,0.0002961,8.85323e+08
7,0.0002523,1.03902e+09
8,0.0002518,1.04108e+09
9,0.0002511,1.04398e+09
10,0.0002528,1.03696e+09
11,0.0002285,1.14724e+09
12,0.0003234,8.10588e+08
13,0.0002499,1.049e+09
14,0.0002383,1.10006e+09
15,0.0002308,1.13581e+09
16,0.0002377,1.10284e+09
