iterationNumber,iterationDuration(s),cellsPerSecond
1,0.996939,6.73149e+07
2,1.1378,5.89814e+07
3,1.18798,5.64897e+07
4,1.07672,6.23269e+07
5,1.10331,6.08252e+07
6,1.11012,6.04516e+07
7,1.01306,6.62435e+07
8,1.00565,6.67319e+07
9,0.98921,6.78409e+07
10,1.00647,6.66775e+07
11,1.06144,6.32242e+07
12,1.05166,6.38125e+07
13,1.04561,6.41815e+07
14,0.985082,6.81252e+07
15,1.00186,6.69843e+07
16,1.02216,6.56541e+07
