iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0077894,8.61541e+09
2,0.0075922,8.83919e+09
3,0.0075783,8.8554e+09
4,0.007579,8.85458e+09
5,0.0075971,8.83348e+09
6,0.0075976,8.8329e+09
7,0.0075908,8.84082e+09
8,0.0075867,8.84559e+09
9,0.0075837,8.84909e+09
10,0.007578,8.85575e+09
11,0.00757,8.86511e+09
12,0.0075811,8.85213e+09
13,0.0075678,8.86768e+09
14,0.0075743,8.86007e+09
15,0.0075818,8.85131e+09
16,0.007589,8.84291e+09
