iterationNumber,iterationDuration(s),cellsPerSecond
1,14.8892,7.21156e+07
2,16.1217,6.66022e+07
3,16.1571,6.64564e+07
4,15.9123,6.74786e+07
5,15.8953,6.75509e+07
6,15.7072,6.83599e+07
7,15.6133,6.8771e+07
8,16.1446,6.65079e+07
9,15.3532,6.99361e+07
10,15.282,7.02617e+07
11,15.1101,7.10611e+07
12,15.2387,7.04614e+07
13,15.0878,7.11661e+07
14,14.8505,7.23034e+07
15,14.7501,7.27955e+07
16,14.9113,7.20084e+07
