iterationNumber,iterationDuration(s),cellsPerSecond
1,0.000235,3.48596e+07
2,4.65e-05,1.76172e+08
3,4.24e-05,1.93208e+08
4,5.7e-05,1.43719e+08
5,4.45e-05,1.8409e+08
6,4.23e-05,1.93664e+08
7,4.31e-05,1.9007e+08
8,4.25e-05,1.92753e+08
9,4.2e-05,1.95048e+08
10,4.19e-05,1.95513e+08
11,4.23e-05,1.93664e+08
12,4.2e-05,1.95048e+08
13,4.19e-05,1.95513e+08
14,4.15e-05,1.97398e+08
15,4.23e-05,1.93664e+08
16,4.2e-05,1.95048e+08
