iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0020088,4.07806e+06
2,0.0010172,8.05348e+06
3,0.0009479,8.64226e+06
4,0.0008293,9.87821e+06
5,0.0008525,9.60938e+06
6,0.0008161,1.0038e+07
7,0.0007011,1.16845e+07
8,0.0007129,1.14911e+07
9,0.0007157,1.14461e+07
10,0.000739,1.10853e+07
11,0.0006944,1.17972e+07
12,0.0006847,1.19644e+07
13,0.000699,1.17196e+07
14,0.0007292,1.12342e+07
15,0.0007268,1.12713e+07
16,0.0007154,1.14509e+07
